year,station_name_jp,jma_station_code,wmo_station_id,event,date
1970,青森,575,47575,flowering,1970-05-04
1970,八戸,581,47581,flowering,1970-04-30
1970,秋田,582,47582,flowering,1970-04-27
1970,盛岡,584,47584,flowering,1970-04-28
1970,宮古,585,47585,flowering,1970-04-25
1970,酒田,587,47587,flowering,1970-04-24
1970,山形,588,47588,flowering,1970-04-24
1970,仙台,590,47590,flowering,1970-04-21
1970,福島,595,47595,flowering,1970-04-19
1970,白河,597,47597,flowering,1970-04-23
1970,小名浜,598,47598,flowering,1970-04-16
1970,輪島,600,47600,flowering,1970-04-18
1970,相川,602,47602,flowering,1970-04-21
1970,新潟,604,47604,flowering,1970-04-20
1970,金沢,605,47605,flowering,1970-04-16
1970,富山,607,47607,flowering,1970-04-17
1970,長野,610,47610,flowering,1970-04-24
1970,高田,612,47612,flowering,1970-04-21
1970,宇都宮,615,47615,flowering,1970-04-13
1970,福井,616,47616,flowering,1970-04-14
1970,高山,617,47617,flowering,1970-04-24
1970,松本,618,47618,flowering,1970-04-21
1970,前橋,624,47624,flowering,1970-04-11
1970,熊谷,626,47626,flowering,1970-04-10
1970,水戸,629,47629,flowering,1970-04-13
1970,敦賀,631,47631,flowering,1970-04-13
1970,岐阜,632,47632,flowering,1970-04-09
1970,名古屋,636,47636,flowering,1970-04-07
1970,飯田,637,47637,flowering,1970-04-16
1970,甲府,638,47638,flowering,1970-04-09
1970,銚子,648,47648,flowering,1970-04-10
1970,津,651,47651,flowering,1970-04-12
1970,浜松,654,47654,flowering,1970-04-03
1970,静岡,656,47656,flowering,1970-04-02
1970,東京,662,47662,flowering,1970-04-07
1970,尾鷲,663,47663,flowering,1970-04-05
1970,横浜,670,47670,flowering,1970-04-04
1970,館山,672,47672,flowering,1970-04-06
1970,大島,675,47675,flowering,1970-04-03
1970,三宅島,677,47677,flowering,None
1970,八丈島,678,47678,flowering,1970-04-06
1970,西郷,740,47740,flowering,1970-04-14
1970,松江,741,47741,flowering,1970-04-09
1970,米子,744,47744,flowering,1970-04-09
1970,鳥取,746,47746,flowering,1970-04-10
1970,豊岡,747,47747,flowering,1970-04-14
1970,舞鶴,750,47750,flowering,1970-04-14
1970,浜田,755,47755,flowering,1970-04-04
1970,京都,759,47759,flowering,1970-04-09
1970,彦根,761,47761,flowering,1970-04-11
1970,下関,762,47762,flowering,1970-04-05
1970,広島,765,47765,flowering,1970-04-06
1970,岡山,768,47768,flowering,1970-04-08
1970,神戸,770,47770,flowering,1970-04-06
1970,大阪,772,47772,flowering,1970-04-08
1970,洲本,776,47776,flowering,1970-04-06
1970,和歌山,777,47777,flowering,1970-04-04
1970,潮岬,778,47778,flowering,1970-04-02
1970,奈良,780,47780,flowering,1970-04-10
1970,厳原,800,47800,flowering,1970-03-31
1970,福岡,807,47807,flowering,1970-04-03
1970,佐賀,813,47813,flowering,1970-04-01
1970,大分,815,47815,flowering,1970-04-02
1970,長崎,817,47817,flowering,1970-03-29
1970,熊本,819,47819,flowering,1970-04-01
1970,延岡,822,47822,flowering,1970-03-26
1970,鹿児島,827,47827,flowering,1970-03-31
1970,宮崎,830,47830,flowering,None
1970,屋久島,836,47836,flowering,None
1970,種子島,837,47837,flowering,None
1970,福江,843,47843,flowering,1970-04-04
1970,松山,887,47887,flowering,1970-04-02
1970,高松,891,47891,flowering,1970-04-06
1970,宇和島,892,47892,flowering,1970-04-01
1970,高知,893,47893,flowering,1970-03-27
1970,徳島,895,47895,flowering,1970-04-03
1970,名瀬,909,47909,flowering,None
1970,与那国島,912,47912,flowering,None
1970,西表島,917,47917,flowering,None
1970,石垣島,918,47918,flowering,1970-01-29
1970,宮古島,927,47927,flowering,None
1970,久米島,929,47929,flowering,None
1970,那覇,936,47936,flowering,None
1970,名護,940,47940,flowering,None
1970,南大東島,945,47945,flowering,None
1971,稚内,401,47401,flowering,None
1971,留萌,406,47406,flowering,1971-05-17
1971,旭川,407,47407,flowering,1971-05-12
1971,網走,409,47409,flowering,1971-05-16
1971,札幌,412,47412,flowering,1971-05-09
1971,岩見沢,413,47413,flowering,1971-05-14
1971,帯広,417,47417,flowering,1971-05-13
1971,釧路,418,47418,flowering,None
1971,根室,420,47420,flowering,1971-05-26
1971,室蘭,423,47423,flowering,1971-05-12
1971,浦河,426,47426,flowering,1971-05-14
1971,江差,428,47428,flowering,1971-05-10
1971,函館,430,47430,flowering,1971-05-11
1971,倶知安,433,47433,flowering,None
1971,紋別,435,47435,flowering,1971-05-16
1971,広尾,440,47440,flowering,1971-05-12
1971,新庄,520,47520,flowering,1971-04-23
1971,青森,575,47575,flowering,1971-04-28
1971,八戸,581,47581,flowering,1971-04-22
1971,秋田,582,47582,flowering,1971-04-22
1971,盛岡,584,47584,flowering,1971-04-23
1971,宮古,585,47585,flowering,1971-04-19
1971,酒田,587,47587,flowering,1971-04-18
1971,山形,588,47588,flowering,1971-04-16
1971,仙台,590,47590,flowering,1971-04-14
1971,福島,595,47595,flowering,1971-04-09
1971,白河,597,47597,flowering,1971-04-15
1971,小名浜,598,47598,flowering,1971-04-09
1971,輪島,600,47600,flowering,1971-04-12
1971,相川,602,47602,flowering,1971-04-14
1971,新潟,604,47604,flowering,1971-04-13
1971,金沢,605,47605,flowering,1971-04-09
1971,富山,607,47607,flowering,1971-04-10
1971,長野,610,47610,flowering,1971-04-14
1971,高田,612,47612,flowering,1971-04-10
1971,宇都宮,615,47615,flowering,1971-04-05
1971,福井,616,47616,flowering,1971-04-08
1971,高山,617,47617,flowering,1971-04-14
1971,松本,618,47618,flowering,1971-04-14
1971,前橋,624,47624,flowering,1971-04-01
1971,熊谷,626,47626,flowering,1971-04-02
1971,水戸,629,47629,flowering,1971-04-05
1971,敦賀,631,47631,flowering,1971-04-06
1971,岐阜,632,47632,flowering,1971-03-31
1971,名古屋,636,47636,flowering,1971-03-31
1971,飯田,637,47637,flowering,1971-04-05
1971,甲府,638,47638,flowering,1971-03-30
1971,銚子,648,47648,flowering,1971-04-02
1971,津,651,47651,flowering,1971-04-03
1971,浜松,654,47654,flowering,1971-03-28
1971,静岡,656,47656,flowering,1971-03-29
1971,東京,662,47662,flowering,1971-03-30
1971,尾鷲,663,47663,flowering,1971-03-28
1971,横浜,670,47670,flowering,1971-03-30
1971,館山,672,47672,flowering,1971-03-30
1971,大島,675,47675,flowering,1971-03-29
1971,三宅島,677,47677,flowering,1971-03-27
1971,八丈島,678,47678,flowering,1971-04-02
1971,西郷,740,47740,flowering,1971-04-08
1971,松江,741,47741,flowering,1971-04-06
1971,米子,744,47744,flowering,1971-04-05
1971,鳥取,746,47746,flowering,1971-04-05
1971,豊岡,747,47747,flowering,1971-04-07
1971,舞鶴,750,47750,flowering,1971-04-06
1971,浜田,755,47755,flowering,1971-04-02
1971,京都,759,47759,flowering,1971-04-01
1971,彦根,761,47761,flowering,1971-04-03
1971,下関,762,47762,flowering,1971-04-01
1971,広島,765,47765,flowering,1971-04-03
1971,岡山,768,47768,flowering,1971-04-02
1971,神戸,770,47770,flowering,1971-03-31
1971,大阪,772,47772,flowering,1971-04-02
1971,洲本,776,47776,flowering,1971-03-30
1971,和歌山,777,47777,flowering,1971-03-28
1971,潮岬,778,47778,flowering,1971-03-27
1971,奈良,780,47780,flowering,1971-04-02
1971,厳原,800,47800,flowering,1971-03-31
1971,福岡,807,47807,flowering,1971-03-31
1971,佐賀,813,47813,flowering,1971-03-30
1971,大分,815,47815,flowering,1971-03-30
1971,長崎,817,47817,flowering,1971-03-27
1971,熊本,819,47819,flowering,1971-03-28
1971,延岡,822,47822,flowering,1971-03-25
1971,鹿児島,827,47827,flowering,1971-03-30
1971,宮崎,830,47830,flowering,1971-03-28
1971,屋久島,836,47836,flowering,None
1971,種子島,837,47837,flowering,1971-03-22
1971,福江,843,47843,flowering,1971-03-28
1971,松山,887,47887,flowering,1971-03-29
1971,高松,891,47891,flowering,1971-03-31
1971,宇和島,892,47892,flowering,1971-03-26
1971,高知,893,47893,flowering,1971-03-22
1971,徳島,895,47895,flowering,1971-03-29
1971,名瀬,909,47909,flowering,None
1971,与那国島,912,47912,flowering,None
1971,西表島,917,47917,flowering,1971-01-20
1971,石垣島,918,47918,flowering,1971-01-10
1971,宮古島,927,47927,flowering,None
1971,久米島,929,47929,flowering,None
1971,那覇,936,47936,flowering,None
1971,名護,940,47940,flowering,None
1971,南大東島,945,47945,flowering,1971-01-20
1972,稚内,401,47401,flowering,None
1972,留萌,406,47406,flowering,None
1972,旭川,407,47407,flowering,1972-04-30
1972,網走,409,47409,flowering,1972-05-03
1972,札幌,412,47412,flowering,1972-04-29
1972,岩見沢,413,47413,flowering,1972-05-04
1972,帯広,417,47417,flowering,1972-05-03
1972,釧路,418,47418,flowering,1972-05-07
1972,根室,420,47420,flowering,1972-05-12
1972,室蘭,423,47423,flowering,1972-05-04
1972,浦河,426,47426,flowering,1972-05-03
1972,江差,428,47428,flowering,1972-04-29
1972,函館,430,47430,flowering,1972-04-29
1972,倶知安,433,47433,flowering,1972-05-07
1972,紋別,435,47435,flowering,1972-05-05
1972,広尾,440,47440,flowering,1972-05-05
1972,新庄,520,47520,flowering,1972-04-13
1972,青森,575,47575,flowering,1972-04-24
1972,八戸,581,47581,flowering,1972-04-24
1972,秋田,582,47582,flowering,1972-04-17
1972,盛岡,584,47584,flowering,1972-04-21
1972,宮古,585,47585,flowering,1972-04-19
1972,酒田,587,47587,flowering,1972-04-13
1972,山形,588,47588,flowering,1972-04-12
1972,仙台,590,47590,flowering,1972-04-08
1972,福島,595,47595,flowering,1972-04-06
1972,白河,597,47597,flowering,1972-04-14
1972,小名浜,598,47598,flowering,1972-04-03
1972,輪島,600,47600,flowering,1972-04-09
1972,相川,602,47602,flowering,1972-04-12
1972,新潟,604,47604,flowering,1972-04-08
1972,金沢,605,47605,flowering,1972-04-04
1972,富山,607,47607,flowering,1972-04-06
1972,長野,610,47610,flowering,1972-04-07
1972,高田,612,47612,flowering,1972-04-05
1972,宇都宮,615,47615,flowering,1972-03-31
1972,福井,616,47616,flowering,1972-04-04
1972,高山,617,47617,flowering,1972-04-10
1972,松本,618,47618,flowering,1972-04-08
1972,前橋,624,47624,flowering,1972-03-30
1972,熊谷,626,47626,flowering,1972-03-28
1972,水戸,629,47629,flowering,1972-03-31
1972,敦賀,631,47631,flowering,1972-04-04
1972,岐阜,632,47632,flowering,1972-03-28
1972,名古屋,636,47636,flowering,1972-03-27
1972,飯田,637,47637,flowering,1972-04-04
1972,甲府,638,47638,flowering,1972-03-29
1972,銚子,648,47648,flowering,1972-03-29
1972,津,651,47651,flowering,1972-04-02
1972,浜松,654,47654,flowering,1972-03-27
1972,静岡,656,47656,flowering,1972-03-27
1972,東京,662,47662,flowering,1972-03-28
1972,尾鷲,663,47663,flowering,1972-03-29
1972,横浜,670,47670,flowering,1972-03-28
1972,館山,672,47672,flowering,1972-03-29
1972,大島,675,47675,flowering,1972-03-29
1972,三宅島,677,47677,flowering,1972-03-30
1972,八丈島,678,47678,flowering,1972-04-15
1972,西郷,740,47740,flowering,1972-04-06
1972,松江,741,47741,flowering,1972-04-04
1972,米子,744,47744,flowering,1972-03-31
1972,鳥取,746,47746,flowering,1972-03-30
1972,豊岡,747,47747,flowering,1972-04-02
1972,舞鶴,750,47750,flowering,1972-03-31
1972,浜田,755,47755,flowering,1972-04-03
1972,京都,759,47759,flowering,1972-03-30
1972,彦根,761,47761,flowering,1972-03-31
1972,下関,762,47762,flowering,1972-04-02
1972,広島,765,47765,flowering,1972-03-30
1972,岡山,768,47768,flowering,1972-03-31
1972,神戸,770,47770,flowering,1972-03-31
1972,大阪,772,47772,flowering,1972-03-30
1972,洲本,776,47776,flowering,1972-03-29
1972,和歌山,777,47777,flowering,1972-03-29
1972,潮岬,778,47778,flowering,1972-03-30
1972,奈良,780,47780,flowering,1972-04-01
1972,厳原,800,47800,flowering,1972-04-04
1972,福岡,807,47807,flowering,1972-03-30
1972,佐賀,813,47813,flowering,1972-03-28
1972,大分,815,47815,flowering,1972-03-28
1972,長崎,817,47817,flowering,1972-03-28
1972,熊本,819,47819,flowering,1972-03-26
1972,延岡,822,47822,flowering,1972-03-23
1972,鹿児島,827,47827,flowering,1972-03-27
1972,宮崎,830,47830,flowering,1972-03-24
1972,屋久島,836,47836,flowering,None
1972,種子島,837,47837,flowering,1972-03-25
1972,福江,843,47843,flowering,1972-04-02
1972,松山,887,47887,flowering,1972-03-30
1972,高松,891,47891,flowering,1972-03-30
1972,宇和島,892,47892,flowering,1972-03-26
1972,高知,893,47893,flowering,1972-03-22
1972,徳島,895,47895,flowering,1972-03-29
1972,名瀬,909,47909,flowering,1972-01-08
1972,与那国島,912,47912,flowering,None
1972,西表島,917,47917,flowering,1972-01-27
1972,石垣島,918,47918,flowering,1972-01-26
1972,宮古島,927,47927,flowering,1972-01-29
1972,久米島,929,47929,flowering,1972-01-19
1972,那覇,936,47936,flowering,None
1972,名護,940,47940,flowering,1972-12-25
1972,南大東島,945,47945,flowering,1972-01-16
1973,稚内,401,47401,flowering,1973-05-20
1973,留萌,406,47406,flowering,1973-05-12
1973,旭川,407,47407,flowering,1973-05-09
1973,網走,409,47409,flowering,1973-05-09
1973,札幌,412,47412,flowering,1973-05-05
1973,岩見沢,413,47413,flowering,1973-05-07
1973,帯広,417,47417,flowering,1973-05-06
1973,釧路,418,47418,flowering,1973-05-12
1973,根室,420,47420,flowering,1973-05-14
1973,室蘭,423,47423,flowering,1973-05-08
1973,浦河,426,47426,flowering,1973-05-11
1973,江差,428,47428,flowering,1973-05-01
1973,函館,430,47430,flowering,1973-05-02
1973,倶知安,433,47433,flowering,1973-05-11
1973,紋別,435,47435,flowering,1973-05-11
1973,広尾,440,47440,flowering,1973-05-05
1973,新庄,520,47520,flowering,1973-04-20
1973,青森,575,47575,flowering,1973-04-22
1973,八戸,581,47581,flowering,1973-04-20
1973,秋田,582,47582,flowering,1973-04-19
1973,盛岡,584,47584,flowering,1973-04-20
1973,宮古,585,47585,flowering,1973-04-16
1973,酒田,587,47587,flowering,1973-04-17
1973,山形,588,47588,flowering,1973-04-16
1973,仙台,590,47590,flowering,1973-04-11
1973,福島,595,47595,flowering,1973-04-09
1973,白河,597,47597,flowering,1973-04-12
1973,小名浜,598,47598,flowering,1973-04-08
1973,輪島,600,47600,flowering,1973-04-10
1973,相川,602,47602,flowering,1973-04-11
1973,新潟,604,47604,flowering,1973-04-10
1973,金沢,605,47605,flowering,1973-04-06
1973,富山,607,47607,flowering,1973-04-08
1973,長野,610,47610,flowering,1973-04-12
1973,高田,612,47612,flowering,1973-04-09
1973,宇都宮,615,47615,flowering,1973-04-03
1973,福井,616,47616,flowering,1973-04-05
1973,高山,617,47617,flowering,1973-04-12
1973,松本,618,47618,flowering,1973-04-13
1973,前橋,624,47624,flowering,1973-04-03
1973,熊谷,626,47626,flowering,1973-04-01
1973,水戸,629,47629,flowering,1973-04-05
1973,敦賀,631,47631,flowering,1973-04-07
1973,岐阜,632,47632,flowering,1973-03-31
1973,名古屋,636,47636,flowering,1973-03-30
1973,飯田,637,47637,flowering,1973-04-06
1973,甲府,638,47638,flowering,1973-04-01
1973,銚子,648,47648,flowering,1973-04-01
1973,津,651,47651,flowering,1973-04-01
1973,浜松,654,47654,flowering,1973-03-30
1973,静岡,656,47656,flowering,1973-03-29
1973,東京,662,47662,flowering,1973-03-31
1973,尾鷲,663,47663,flowering,1973-03-30
1973,横浜,670,47670,flowering,1973-03-31
1973,館山,672,47672,flowering,1973-03-31
1973,大島,675,47675,flowering,1973-04-01
1973,三宅島,677,47677,flowering,1973-04-01
1973,八丈島,678,47678,flowering,1973-04-07
1973,西郷,740,47740,flowering,1973-04-07
1973,松江,741,47741,flowering,1973-04-01
1973,米子,744,47744,flowering,1973-03-31
1973,鳥取,746,47746,flowering,1973-04-01
1973,豊岡,747,47747,flowering,1973-04-04
1973,舞鶴,750,47750,flowering,1973-04-04
1973,浜田,755,47755,flowering,1973-03-28
1973,京都,759,47759,flowering,1973-04-01
1973,彦根,761,47761,flowering,1973-04-02
1973,下関,762,47762,flowering,1973-03-28
1973,広島,765,47765,flowering,1973-03-30
1973,岡山,768,47768,flowering,1973-03-31
1973,神戸,770,47770,flowering,1973-03-29
1973,大阪,772,47772,flowering,1973-03-31
1973,洲本,776,47776,flowering,1973-03-30
1973,和歌山,777,47777,flowering,1973-03-30
1973,潮岬,778,47778,flowering,1973-03-30
1973,奈良,780,47780,flowering,1973-03-31
1973,厳原,800,47800,flowering,1973-03-29
1973,福岡,807,47807,flowering,1973-03-28
1973,佐賀,813,47813,flowering,1973-03-25
1973,大分,815,47815,flowering,1973-03-27
1973,長崎,817,47817,flowering,1973-03-25
1973,熊本,819,47819,flowering,1973-03-27
1973,延岡,822,47822,flowering,1973-03-22
1973,鹿児島,827,47827,flowering,1973-03-26
1973,宮崎,830,47830,flowering,1973-03-28
1973,屋久島,836,47836,flowering,None
1973,種子島,837,47837,flowering,1973-03-10
1973,福江,843,47843,flowering,1973-03-29
1973,松山,887,47887,flowering,1973-03-29
1973,高松,891,47891,flowering,1973-03-30
1973,宇和島,892,47892,flowering,1973-03-28
1973,高知,893,47893,flowering,1973-03-23
1973,徳島,895,47895,flowering,1973-03-30
1973,名瀬,909,47909,flowering,1973-01-10
1973,与那国島,912,47912,flowering,None
1973,西表島,917,47917,flowering,1973-01-15
1973,石垣島,918,47918,flowering,1973-01-10
1973,宮古島,927,47927,flowering,1973-02-05
1973,久米島,929,47929,flowering,1973-01-17
1973,那覇,936,47936,flowering,None
1973,名護,940,47940,flowering,1973-12-19
1973,南大東島,945,47945,flowering,1973-01-20
1974,稚内,401,47401,flowering,1974-05-19
1974,留萌,406,47406,flowering,1974-05-15
1974,旭川,407,47407,flowering,1974-05-13
1974,網走,409,47409,flowering,1974-05-16
1974,札幌,412,47412,flowering,1974-05-11
1974,岩見沢,413,47413,flowering,1974-05-11
1974,帯広,417,47417,flowering,1974-05-10
1974,釧路,418,47418,flowering,1974-05-18
1974,根室,420,47420,flowering,1974-05-17
1974,室蘭,423,47423,flowering,1974-05-11
1974,浦河,426,47426,flowering,1974-05-12
1974,江差,428,47428,flowering,1974-05-10
1974,函館,430,47430,flowering,1974-05-09
1974,倶知安,433,47433,flowering,1974-05-14
1974,紋別,435,47435,flowering,1974-05-14
1974,広尾,440,47440,flowering,1974-05-12
1974,新庄,520,47520,flowering,1974-04-28
1974,青森,575,47575,flowering,1974-05-01
1974,八戸,581,47581,flowering,1974-04-29
1974,秋田,582,47582,flowering,1974-04-26
1974,盛岡,584,47584,flowering,1974-04-28
1974,宮古,585,47585,flowering,1974-04-25
1974,酒田,587,47587,flowering,1974-04-22
1974,山形,588,47588,flowering,1974-04-24
1974,仙台,590,47590,flowering,1974-04-19
1974,福島,595,47595,flowering,1974-04-17
1974,白河,597,47597,flowering,1974-04-19
1974,小名浜,598,47598,flowering,1974-04-14
1974,輪島,600,47600,flowering,1974-04-15
1974,相川,602,47602,flowering,1974-04-17
1974,新潟,604,47604,flowering,1974-04-18
1974,金沢,605,47605,flowering,1974-04-10
1974,富山,607,47607,flowering,1974-04-13
1974,長野,610,47610,flowering,1974-04-17
1974,高田,612,47612,flowering,1974-04-14
1974,宇都宮,615,47615,flowering,1974-04-08
1974,福井,616,47616,flowering,1974-04-07
1974,高山,617,47617,flowering,1974-04-20
1974,松本,618,47618,flowering,1974-04-17
1974,前橋,624,47624,flowering,1974-04-06
1974,熊谷,626,47626,flowering,1974-04-06
1974,水戸,629,47629,flowering,1974-04-10
1974,敦賀,631,47631,flowering,1974-04-07
1974,岐阜,632,47632,flowering,1974-04-04
1974,名古屋,636,47636,flowering,1974-04-03
1974,飯田,637,47637,flowering,1974-04-10
1974,甲府,638,47638,flowering,1974-04-02
1974,銚子,648,47648,flowering,1974-04-02
1974,津,651,47651,flowering,1974-04-06
1974,浜松,654,47654,flowering,1974-03-29
1974,静岡,656,47656,flowering,1974-03-29
1974,東京,662,47662,flowering,1974-04-02
1974,尾鷲,663,47663,flowering,1974-03-27
1974,横浜,670,47670,flowering,1974-04-01
1974,館山,672,47672,flowering,1974-04-01
1974,大島,675,47675,flowering,1974-04-01
1974,三宅島,677,47677,flowering,1974-03-25
1974,八丈島,678,47678,flowering,1974-03-30
1974,西郷,740,47740,flowering,1974-04-10
1974,松江,741,47741,flowering,1974-04-06
1974,米子,744,47744,flowering,1974-04-05
1974,鳥取,746,47746,flowering,1974-04-04
1974,豊岡,747,47747,flowering,1974-04-07
1974,舞鶴,750,47750,flowering,1974-04-07
1974,浜田,755,47755,flowering,1974-04-02
1974,京都,759,47759,flowering,1974-04-04
1974,彦根,761,47761,flowering,1974-04-08
1974,下関,762,47762,flowering,1974-03-31
1974,広島,765,47765,flowering,1974-04-03
1974,岡山,768,47768,flowering,1974-04-05
1974,神戸,770,47770,flowering,1974-04-01
1974,大阪,772,47772,flowering,1974-04-03
1974,洲本,776,47776,flowering,1974-04-01
1974,和歌山,777,47777,flowering,1974-03-30
1974,潮岬,778,47778,flowering,1974-03-22
1974,奈良,780,47780,flowering,1974-04-05
1974,厳原,800,47800,flowering,1974-04-01
1974,福岡,807,47807,flowering,1974-03-30
1974,佐賀,813,47813,flowering,1974-03-28
1974,大分,815,47815,flowering,1974-03-29
1974,長崎,817,47817,flowering,1974-03-20
1974,熊本,819,47819,flowering,1974-03-25
1974,延岡,822,47822,flowering,1974-03-20
1974,鹿児島,827,47827,flowering,1974-03-23
1974,宮崎,830,47830,flowering,1974-03-24
1974,屋久島,836,47836,flowering,None
1974,種子島,837,47837,flowering,1974-03-27
1974,福江,843,47843,flowering,1974-03-24
1974,松山,887,47887,flowering,1974-03-30
1974,高松,891,47891,flowering,1974-04-03
1974,宇和島,892,47892,flowering,1974-03-22
1974,高知,893,47893,flowering,1974-03-23
1974,徳島,895,47895,flowering,1974-03-31
1974,名瀬,909,47909,flowering,1974-01-15
1974,与那国島,912,47912,flowering,None
1974,西表島,917,47917,flowering,1974-01-20
1974,石垣島,918,47918,flowering,1974-01-03
1974,宮古島,927,47927,flowering,1974-01-15
1974,久米島,929,47929,flowering,1974-01-15
1974,那覇,936,47936,flowering,1974-01-04
1974,名護,940,47940,flowering,1974-12-27
1974,南大東島,945,47945,flowering,1974-01-12
1975,稚内,401,47401,flowering,1975-05-19
1975,留萌,406,47406,flowering,1975-05-08
1975,旭川,407,47407,flowering,1975-05-08
1975,網走,409,47409,flowering,1975-05-14
1975,札幌,412,47412,flowering,1975-05-04
1975,岩見沢,413,47413,flowering,1975-05-08
1975,帯広,417,47417,flowering,1975-05-12
1975,釧路,418,47418,flowering,1975-05-22
1975,根室,420,47420,flowering,1975-05-26
1975,室蘭,423,47423,flowering,1975-05-08
1975,浦河,426,47426,flowering,1975-05-08
1975,江差,428,47428,flowering,1975-04-30
1975,函館,430,47430,flowering,1975-05-01
1975,倶知安,433,47433,flowering,1975-05-10
1975,紋別,435,47435,flowering,1975-05-22
1975,広尾,440,47440,flowering,1975-05-13
1975,新庄,520,47520,flowering,1975-04-22
1975,青森,575,47575,flowering,1975-04-26
1975,八戸,581,47581,flowering,1975-04-25
1975,秋田,582,47582,flowering,1975-04-21
1975,盛岡,584,47584,flowering,1975-04-24
1975,宮古,585,47585,flowering,1975-04-20
1975,酒田,587,47587,flowering,1975-04-17
1975,山形,588,47588,flowering,1975-04-17
1975,仙台,590,47590,flowering,1975-04-14
1975,福島,595,47595,flowering,1975-04-11
1975,白河,597,47597,flowering,1975-04-15
1975,小名浜,598,47598,flowering,1975-04-10
1975,輪島,600,47600,flowering,1975-04-12
1975,相川,602,47602,flowering,1975-04-14
1975,新潟,604,47604,flowering,1975-04-13
1975,金沢,605,47605,flowering,1975-04-08
1975,富山,607,47607,flowering,1975-04-10
1975,長野,610,47610,flowering,1975-04-15
1975,高田,612,47612,flowering,1975-04-10
1975,宇都宮,615,47615,flowering,1975-04-07
1975,福井,616,47616,flowering,1975-04-07
1975,高山,617,47617,flowering,1975-04-18
1975,松本,618,47618,flowering,1975-04-15
1975,前橋,624,47624,flowering,1975-04-04
1975,熊谷,626,47626,flowering,1975-04-01
1975,水戸,629,47629,flowering,1975-04-09
1975,敦賀,631,47631,flowering,1975-04-08
1975,岐阜,632,47632,flowering,1975-04-01
1975,名古屋,636,47636,flowering,1975-03-31
1975,飯田,637,47637,flowering,1975-04-09
1975,甲府,638,47638,flowering,1975-04-02
1975,銚子,648,47648,flowering,1975-04-03
1975,津,651,47651,flowering,1975-04-04
1975,浜松,654,47654,flowering,1975-03-30
1975,静岡,656,47656,flowering,1975-03-30
1975,東京,662,47662,flowering,1975-03-29
1975,尾鷲,663,47663,flowering,1975-03-31
1975,横浜,670,47670,flowering,1975-03-30
1975,館山,672,47672,flowering,1975-04-02
1975,大島,675,47675,flowering,1975-03-31
1975,三宅島,677,47677,flowering,1975-04-02
1975,八丈島,678,47678,flowering,1975-04-07
1975,西郷,740,47740,flowering,1975-04-08
1975,松江,741,47741,flowering,1975-04-07
1975,米子,744,47744,flowering,1975-04-06
1975,鳥取,746,47746,flowering,1975-04-04
1975,豊岡,747,47747,flowering,1975-04-08
1975,舞鶴,750,47750,flowering,1975-04-07
1975,浜田,755,47755,flowering,1975-03-31
1975,京都,759,47759,flowering,1975-04-04
1975,彦根,761,47761,flowering,1975-04-06
1975,下関,762,47762,flowering,1975-03-28
1975,広島,765,47765,flowering,1975-04-02
1975,岡山,768,47768,flowering,1975-04-05
1975,神戸,770,47770,flowering,1975-03-31
1975,大阪,772,47772,flowering,1975-04-02
1975,洲本,776,47776,flowering,1975-03-30
1975,和歌山,777,47777,flowering,1975-03-31
1975,潮岬,778,47778,flowering,1975-03-29
1975,奈良,780,47780,flowering,1975-04-05
1975,厳原,800,47800,flowering,1975-03-29
1975,福岡,807,47807,flowering,1975-04-01
1975,佐賀,813,47813,flowering,1975-03-29
1975,大分,815,47815,flowering,1975-03-29
1975,長崎,817,47817,flowering,1975-03-27
1975,熊本,819,47819,flowering,1975-03-26
1975,延岡,822,47822,flowering,1975-03-26
1975,鹿児島,827,47827,flowering,1975-03-29
1975,宮崎,830,47830,flowering,1975-03-27
1975,屋久島,836,47836,flowering,None
1975,種子島,837,47837,flowering,1975-04-07
1975,福江,843,47843,flowering,1975-03-31
1975,松山,887,47887,flowering,1975-03-30
1975,高松,891,47891,flowering,1975-03-31
1975,宇和島,892,47892,flowering,1975-03-27
1975,高知,893,47893,flowering,1975-03-24
1975,徳島,895,47895,flowering,1975-03-30
1975,名瀬,909,47909,flowering,1975-01-19
1975,与那国島,912,47912,flowering,None
1975,西表島,917,47917,flowering,1975-12-21
1975,石垣島,918,47918,flowering,1975-01-15
1975,宮古島,927,47927,flowering,1975-01-30
1975,久米島,929,47929,flowering,None
1975,那覇,936,47936,flowering,1975-01-18
1975,名護,940,47940,flowering,1975-12-26
1975,南大東島,945,47945,flowering,1975-01-17
1976,稚内,401,47401,flowering,1976-05-20
1976,留萌,406,47406,flowering,1976-05-14
1976,旭川,407,47407,flowering,1976-05-11
1976,網走,409,47409,flowering,1976-05-13
1976,札幌,412,47412,flowering,1976-05-07
1976,岩見沢,413,47413,flowering,1976-05-09
1976,帯広,417,47417,flowering,1976-05-09
1976,釧路,418,47418,flowering,1976-05-15
1976,根室,420,47420,flowering,1976-05-17
1976,室蘭,423,47423,flowering,1976-05-10
1976,浦河,426,47426,flowering,1976-05-15
1976,江差,428,47428,flowering,1976-05-05
1976,函館,430,47430,flowering,1976-05-09
1976,倶知安,433,47433,flowering,1976-05-16
1976,紋別,435,47435,flowering,1976-05-10
1976,広尾,440,47440,flowering,1976-05-08
1976,新庄,520,47520,flowering,1976-04-25
1976,青森,575,47575,flowering,1976-04-25
1976,八戸,581,47581,flowering,1976-04-25
