year,date,day_of_year,month,day,event,station_name_jp,station_name_en,station_name_ja,jma_station_code,wmo_station_id,country_area,latitude_deg,longitude_deg
1962,1962-05-08,128,5,8,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1963,1963-05-06,126,5,6,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1964,1964-05-07,128,5,7,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1965,1965-05-16,136,5,16,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1966,1966-05-16,136,5,16,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1967,1967-05-04,124,5,4,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1968,1968-05-05,126,5,5,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1969,1969-05-07,127,5,7,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1970,1970-05-14,134,5,14,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1971,1971-05-12,132,5,12,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1972,1972-05-04,125,5,4,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1973,1973-05-08,128,5,8,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1974,1974-05-11,131,5,11,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1975,1975-05-08,128,5,8,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1976,1976-05-10,131,5,10,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1977,1977-05-12,132,5,12,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1978,1978-05-12,132,5,12,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1979,1979-05-12,132,5,12,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1980,1980-05-15,136,5,15,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1981,1981-05-06,126,5,6,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1982,1982-05-10,130,5,10,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1983,1983-04-29,119,4,29,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1984,1984-05-25,146,5,25,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1985,1985-05-10,130,5,10,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1986,1986-05-08,128,5,8,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1987,1987-05-09,129,5,9,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1988,1988-05-06,127,5,6,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1989,1989-04-30,120,4,30,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1990,1990-04-26,116,4,26,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1991,1991-05-02,122,5,2,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1992,1992-05-06,127,5,6,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1993,1993-05-04,124,5,4,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1994,1994-05-06,126,5,6,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1995,1995-05-05,125,5,5,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1996,1996-05-13,134,5,13,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1997,1997-05-02,122,5,2,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1998,1998-04-29,119,4,29,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1999,1999-05-08,128,5,8,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2000,2000-05-15,136,5,15,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2001,2001-05-09,129,5,9,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2002,2002-04-23,113,4,23,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2003,2003-05-02,122,5,2,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2004,2004-05-04,125,5,4,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2005,2005-05-10,130,5,10,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2006,2006-05-12,132,5,12,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2007,2007-05-07,127,5,7,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2008,2008-04-25,116,4,25,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2009,2009-05-03,123,5,3,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2010,2010-05-14,134,5,14,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2011,2011-05-06,126,5,6,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2012,2012-05-09,130,5,9,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2013,2013-05-16,136,5,16,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2014,2014-04-29,119,4,29,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2015,2015-04-28,118,4,28,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2016,2016-04-25,116,4,25,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2017,2017-05-02,122,5,2,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2018,2018-04-29,119,4,29,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2019,2019-04-29,119,4,29,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2020,2020-05-01,122,5,1,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2021,2021-04-27,117,4,27,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2022,2022-04-25,115,4,25,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2023,2023-04-21,111,4,21,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2024,2024-04-26,117,4,26,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2025,2025-04-26,116,4,26,flowering,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1953,1953-05-17,137,5,17,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1954,1954-05-13,133,5,13,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1955,1955-05-23,143,5,23,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1956,1956-05-13,134,5,13,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1957,1957-05-14,134,5,14,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1958,1958-05-17,137,5,17,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1959,1959-04-30,120,4,30,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1960,1960-05-14,135,5,14,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1961,1961-05-11,131,5,11,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1962,1962-05-12,132,5,12,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1963,1963-05-10,130,5,10,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1964,1964-05-12,133,5,12,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1965,1965-05-20,140,5,20,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1966,1966-05-20,140,5,20,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1967,1967-05-08,128,5,8,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1968,1968-05-10,131,5,10,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1969,1969-05-12,132,5,12,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1970,1970-05-16,136,5,16,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1971,1971-05-15,135,5,15,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1972,1972-05-08,129,5,8,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1973,1973-05-14,134,5,14,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1974,1974-05-15,135,5,15,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1975,1975-05-11,131,5,11,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1976,1976-05-15,136,5,15,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1977,1977-05-14,134,5,14,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1978,1978-05-16,136,5,16,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1979,1979-05-19,139,5,19,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1980,1980-05-18,139,5,18,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1981,1981-05-10,130,5,10,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1982,1982-05-14,134,5,14,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1983,1983-05-04,124,5,4,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1984,1984-05-30,151,5,30,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1985,1985-05-18,138,5,18,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1986,1986-05-12,132,5,12,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1987,1987-05-13,133,5,13,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1988,1988-05-12,133,5,12,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1989,1989-05-07,127,5,7,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1990,1990-05-02,122,5,2,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1991,1991-05-07,127,5,7,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1992,1992-05-12,133,5,12,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1993,1993-05-09,129,5,9,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1994,1994-05-09,129,5,9,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1995,1995-05-09,129,5,9,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1996,1996-05-20,141,5,20,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1997,1997-05-06,126,5,6,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1998,1998-05-03,123,5,3,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1999,1999-05-13,133,5,13,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2000,2000-05-17,138,5,17,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2001,2001-05-14,134,5,14,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2002,2002-04-28,118,4,28,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2003,2003-05-06,126,5,6,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2004,2004-05-08,129,5,8,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2005,2005-05-20,140,5,20,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2006,2006-05-16,136,5,16,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2007,2007-05-12,132,5,12,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2008,2008-05-02,123,5,2,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2009,2009-05-07,127,5,7,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2010,2010-05-18,138,5,18,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2011,2011-05-13,133,5,13,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2012,2012-05-14,135,5,14,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2013,2013-05-21,141,5,21,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2014,2014-05-05,125,5,5,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2015,2015-05-01,121,5,1,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2016,2016-05-02,123,5,2,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2017,2017-05-04,124,5,4,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2018,2018-05-01,121,5,1,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2019,2019-05-04,124,5,4,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2020,2020-05-05,126,5,5,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2021,2021-05-04,124,5,4,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2022,2022-04-30,120,4,30,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2023,2023-04-27,117,4,27,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2024,2024-04-28,119,4,28,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
2025,2025-05-03,123,5,3,full_bloom,室蘭,MURORAN,室蘭,423,47423,JAPAN,42.31166666666666,140.9752777777778
1953,1953-04-22,112,4,22,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1954,1954-04-16,106,4,16,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1955,1955-04-12,102,4,12,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1956,1956-04-18,109,4,18,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1957,1957-04-20,110,4,20,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1958,1958-04-19,109,4,19,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1959,1959-04-14,104,4,14,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1960,1960-04-20,111,4,20,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1961,1961-04-18,108,4,18,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1962,1962-04-18,108,4,18,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1963,1963-04-15,105,4,15,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1964,1964-04-20,111,4,20,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1965,1965-04-30,120,4,30,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1966,1966-04-17,107,4,17,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1967,1967-04-20,110,4,20,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1968,1968-04-16,107,4,16,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1969,1969-04-20,110,4,20,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1970,1970-04-25,115,4,25,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1971,1971-04-19,109,4,19,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1972,1972-04-19,110,4,19,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1973,1973-04-16,106,4,16,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1974,1974-04-25,115,4,25,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1975,1975-04-20,110,4,20,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1976,1976-04-21,112,4,21,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1977,1977-04-23,113,4,23,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1978,1978-04-26,116,4,26,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1979,1979-04-19,109,4,19,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1980,1980-04-22,113,4,22,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1981,1981-04-23,113,4,23,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1982,1982-04-17,107,4,17,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1983,1983-04-16,106,4,16,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1984,1984-05-07,128,5,7,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1985,1985-04-21,111,4,21,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1986,1986-04-22,112,4,22,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1987,1987-04-18,108,4,18,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1988,1988-04-20,111,4,20,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1989,1989-04-13,103,4,13,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1990,1990-04-11,101,4,11,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1991,1991-04-17,107,4,17,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1992,1992-04-21,112,4,21,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1993,1993-04-20,110,4,20,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1994,1994-04-17,107,4,17,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1995,1995-04-22,112,4,22,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1996,1996-04-25,116,4,25,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1997,1997-04-22,112,4,22,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1998,1998-04-14,104,4,14,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1999,1999-04-17,107,4,17,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
2000,2000-04-23,114,4,23,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
2001,2001-04-15,105,4,15,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
2002,2002-04-08,98,4,8,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
2003,2003-04-17,107,4,17,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
2004,2004-04-10,101,4,10,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
2005,2005-04-18,108,4,18,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
2006,2006-04-23,113,4,23,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
2007,2007-04-21,111,4,21,flowering,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1953,1953-04-29,119,4,29,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1954,1954-04-20,110,4,20,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1955,1955-04-16,106,4,16,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1956,1956-04-23,114,4,23,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1957,1957-04-23,113,4,23,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1958,1958-04-24,114,4,24,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1959,1959-04-19,109,4,19,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1960,1960-04-26,117,4,26,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1961,1961-04-22,112,4,22,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1962,1962-04-21,111,4,21,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1963,1963-04-18,108,4,18,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1964,1964-04-24,115,4,24,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1965,1965-05-04,124,5,4,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1966,1966-04-25,115,4,25,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1967,1967-04-26,116,4,26,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1968,1968-04-22,113,4,22,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1969,1969-04-26,116,4,26,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1970,1970-05-03,123,5,3,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1971,1971-04-22,112,4,22,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1972,1972-04-25,116,4,25,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1973,1973-04-21,111,4,21,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1974,1974-04-28,118,4,28,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1975,1975-04-26,116,4,26,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1976,1976-04-26,117,4,26,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1977,1977-04-28,118,4,28,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1978,1978-05-01,121,5,1,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
1979,1979-04-25,115,4,25,full_bloom,宮古,MIYAKO,宮古,585,47585,JAPAN,39.64694444444444,141.96583333333334
